Latitude,ZipCode,City,Longitude,County,State,ZipCodeClass
35.6169,27858,GREENVILLE,-77.4028,PITT,NC,STANDARD
35.6105,27860,PANTEGO,-76.7177,BEAUFORT,NC,STANDARD
35.8190,27861,PARMELE,-77.3143,MARTIN,NC,STANDARD
36.3561,27862,PENDLETON,-77.4831,NORTHAMPTON,NC,STANDARD
35.4883,27863,PIKEVILLE,-77.9727,WAYNE,NC,STANDARD
35.7930,27864,PINETOPS,-77.6333,EDGECOMBE,NC,STANDARD
35.5746,27865,PINETOWN,-76.7762,BEAUFORT,NC,STANDARD
36.5044,27866,PLEASANT HILL,-77.5569,NORTHAMPTON,NC,STANDARD
36.3561,27867,POTECASI,-77.4831,NORTHAMPTON,NC,PO BOX ONLY
36.0548,27868,RED OAK,-77.9116,NASH,NC,PO BOX ONLY
36.3104,27869,RICH SQUARE,-77.3184,NORTHAMPTON,NC,STANDARD
36.3040,27870,ROANOKE RAPIDS,-77.6411,HALIFAX,NC,STANDARD
35.8346,27871,ROBERSONVILLE,-77.2485,MARTIN,NC,STANDARD
36.2166,27872,ROXOBEL,-77.2223,BERTIE,NC,STANDARD
35.6495,27873,SARATOGA,-77.7918,WILSON,NC,PO BOX ONLY
36.2325,27874,SCOTLAND NECK,-77.6084,HALIFAX,NC,STANDARD
35.4717,27875,SCRANTON,-76.4951,HYDE,NC,STANDARD
36.4905,27876,SEABOARD,-77.4422,NORTHAMPTON,NC,STANDARD
36.3561,27877,SEVERN,-77.4831,NORTHAMPTON,NC,PO BOX ONLY
35.8654,27878,SHARPSBURG,-77.8389,NASH,NC,PO BOX ONLY
35.5675,27879,SIMPSON,-77.2802,PITT,NC,PO BOX ONLY
35.7388,27880,SIMS,-78.1004,WILSON,NC,STANDARD
35.9159,27881,SPEED,-77.5855,EDGECOMBE,NC,PO BOX ONLY
35.9448,27882,SPRING HOPE,-78.0930,NASH,NC,STANDARD
35.6564,27883,STANTONSBURG,-77.8060,WILSON,NC,STANDARD
35.7113,27884,STOKES,-77.2667,PITT,NC,STANDARD
35.4656,27885,SWANQUARTER,-76.2717,HYDE,NC,STANDARD
35.9284,27886,TARBORO,-77.5816,EDGECOMBE,NC,STANDARD
36.2352,27887,TILLERY,-77.5026,HALIFAX,NC,PO BOX ONLY
35.6093,27888,WALSTONBURG,-77.7131,GREENE,NC,STANDARD
35.5193,27889,WASHINGTON,-76.8892,BEAUFORT,NC,STANDARD
36.3892,27890,WELDON,-77.7504,HALIFAX,NC,STANDARD
36.1247,27891,WHITAKERS,-77.8250,NASH,NC,STANDARD
35.8212,27892,WILLIAMSTON,-77.1022,MARTIN,NC,STANDARD
35.7233,27893,WILSON,-77.9253,WILSON,NC,STANDARD
35.7158,27894,WILSON,-77.9043,WILSON,NC,STANDARD
35.7199,27895,WILSON,-77.9267,WILSON,NC,STANDARD
35.7715,27896,WILSON,-77.9730,WILSON,NC,STANDARD
36.3937,27897,WOODLAND,-77.3137,NORTHAMPTON,NC,STANDARD
36.2854,27906,ELIZABETH CITY,-76.2133,PASQUOTANK,NC,STANDARD
36.2850,27907,ELIZABETH CITY,-76.2553,PASQUOTANK,NC,STANDARD
36.2936,27909,ELIZABETH CITY,-76.2720,PASQUOTANK,NC,STANDARD
36.3393,27910,AHOSKIE,-76.9905,HERTFORD,NC,STANDARD
35.7765,27915,AVON,-75.6358,DARE,NC,PO BOX ONLY
36.3080,27916,AYDLETT,-75.9188,CURRITUCK,NC,STANDARD
36.3709,27917,BARCO,-75.9900,CURRITUCK,NC,STANDARD
36.2575,27919,BELVIDERE,-76.5444,PERQUIMANS,NC,STANDARD
35.2525,27920,BUXTON,-75.5722,DARE,NC,PO BOX ONLY
36.3900,27921,CAMDEN,-76.1997,CAMDEN,NC,STANDARD
36.3608,27922,COFIELD,-76.9055,HERTFORD,NC,STANDARD
36.3834,27923,COINJOCK,-75.9547,CURRITUCK,NC,STANDARD
36.1524,27924,COLERAIN,-76.8525,BERTIE,NC,STANDARD
35.9369,27925,COLUMBIA,-76.2033,TYRRELL,NC,STANDARD
36.5201,27926,CORAPEAKE,-76.5929,GATES,NC,STANDARD
36.3919,27927,COROLLA,-75.8255,CURRITUCK,NC,STANDARD
35.8297,27928,CRESWELL,-76.5677,WASHINGTON,NC,STANDARD
36.4398,27929,CURRITUCK,-76.0055,CURRITUCK,NC,STANDARD
36.1985,27930,DURANTS NECK,-76.3739,PERQUIMANS,NC,STANDARD
36.1356,27932,EDENTON,-76.5801,CHOWAN,NC,STANDARD
36.4164,27935,EURE,-76.7980,GATES,NC,STANDARD
35.2338,27936,FRISCO,-75.6145,DARE,NC,PO BOX ONLY
36.4935,27937,GATES,-76.8154,GATES,NC,STANDARD
36.4225,27938,GATESVILLE,-76.7148,GATES,NC,STANDARD
36.2931,27939,GRANDY,-75.9756,CURRITUCK,NC,STANDARD
36.1580,27941,HARBINGER,-75.8339,CURRITUCK,NC,STANDARD
36.2746,27942,HARRELLSVILLE,-76.7865,HERTFORD,NC,STANDARD
35.6928,27943,HATTERAS,-75.7138,DARE,NC,PO BOX ONLY
36.1685,27944,HERTFORD,-76.3731,PERQUIMANS,NC,STANDARD
36.3658,27946,HOBBSVILLE,-76.6254,GATES,NC,STANDARD
36.1714,27947,JARVISBURG,-75.8621,CURRITUCK,NC,STANDARD
35.7729,27948,KILL DEVIL HILLS,-75.6349,DARE,NC,STANDARD
36.0837,27949,KITTY HAWK,-75.6966,DARE,NC,STANDARD
36.4270,27950,KNOTTS ISLAND,-75.9767,CURRITUCK,NC,STANDARD
35.8238,27953,MANNS HARBOR,-75.8467,DARE,NC,STANDARD
35.9509,27954,MANTEO,-75.6811,DARE,NC,STANDARD
36.4020,27956,MAPLE,-75.9977,CURRITUCK,NC,STANDARD
36.1136,27957,MERRY HILL,-76.9129,BERTIE,NC,STANDARD
36.3991,27958,MOYOCK,-76.0647,CURRITUCK,NC,STANDARD
36.0215,27959,NAGS HEAD,-75.6619,DARE,NC,STANDARD
35.3556,27960,OCRACOKE,-76.1874,HYDE,NC,PO BOX ONLY
35.8187,27962,PLYMOUTH,-76.6095,WASHINGTON,NC,STANDARD
36.0841,27964,POINT HARBOR,-75.8045,CURRITUCK,NC,STANDARD
36.2737,27965,POPLAR BRANCH,-75.9097,CURRITUCK,NC,STANDARD
36.2017,27966,POWELLS POINT,-75.8658,CURRITUCK,NC,STANDARD
36.1647,27967,POWELLSVILLE,-76.9672,BERTIE,NC,PO BOX ONLY
35.6928,27968,RODANTHE,-75.7138,DARE,NC,PO BOX ONLY
36.4242,27969,RODUCO,-76.7021,GATES,NC,PO BOX ONLY
35.8353,27970,ROPER,-76.5541,WASHINGTON,NC,STANDARD
35.5546,27972,SALVO,-75.4693,DARE,NC,PO BOX ONLY
36.4010,27973,SHAWBORO,-76.0924,CURRITUCK,NC,STANDARD
36.2398,27974,SHILOH,-76.0225,CAMDEN,NC,STANDARD
36.4553,27976,SOUTH MILLS,-76.2800,CAMDEN,NC,STANDARD
35.6985,27978,STUMPY POINT,-75.7728,DARE,NC,PO BOX ONLY
36.4343,27979,SUNBURY,-76.6200,GATES,NC,STANDARD
36.2493,27980,TYNER,-76.6308,CHOWAN,NC,STANDARD
35.8622,27981,WANCHESE,-75.6437,DARE,NC,STANDARD
35.5596,27982,WAVES,-75.4659,DARE,NC,PO BOX ONLY
36.0399,27983,WINDSOR,-76.9370,BERTIE,NC,STANDARD
36.2193,27985,WINFALL,-76.4667,PERQUIMANS,NC,PO BOX ONLY
36.4183,27986,WINTON,-76.9549,HERTFORD,NC,STANDARD
35.3198,28001,ALBEMARLE,-80.2534,STANLY,NC,STANDARD
35.2642,28002,ALBEMARLE,-80.1082,STANLY,NC,STANDARD
35.3653,28006,ALEXIS,-81.0880,GASTON,NC,STANDARD
35.0219,28007,ANSONVILLE,-80.0852,ANSON,NC,PO BOX ONLY
35.4157,28009,BADIN,-80.1594,STANLY,NC,PO BOX ONLY
35.7192,28010,BARIUM SPRINGS,-80.8991,IREDELL,NC,PO BOX ONLY
35.2784,28012,BELMONT,-81.1971,GASTON,NC,STANDARD
35.3196,28016,BESSEMER CITY,-81.2348,GASTON,NC,STANDARD
35.2549,28017,BOILING SPRINGS,-81.6914,CLEVELAND,NC,PO BOX ONLY
35.4408,28018,BOSTIC,-81.7894,RUTHERFORD,NC,STANDARD
35.3168,28019,CAROLEEN,-81.8319,RUTHERFORD,NC,PO BOX ONLY
35.5200,28020,CASAR,-81.6271,CLEVELAND,NC,STANDARD
35.3067,28021,CHERRYVILLE,-81.2370,GASTON,NC,STANDARD
35.5715,28023,CHINA GROVE,-80.5965,ROWAN,NC,STANDARD
35.2416,28024,CLIFFSIDE,-81.7755,RUTHERFORD,NC,PO BOX ONLY
35.3716,28025,CONCORD,-80.5621,CABARRUS,NC,STANDARD
35.3463,28026,CONCORD,-80.5411,CABARRUS,NC,STANDARD
35.4107,28027,CONCORD,-80.6584,CABARRUS,NC,STANDARD
35.4733,28031,CORNELIUS,-80.8726,MECKLENBURG,NC,STANDARD
35.3142,28032,CRAMERTON,-81.1343,GASTON,NC,STANDARD
35.4359,28033,CROUSE,-81.3385,LINCOLN,NC,STANDARD
35.3499,28034,DALLAS,-81.2215,GASTON,NC,STANDARD
35.2834,28036,DAVIDSON,-80.8446,MECKLENBURG,NC,STANDARD
35.4861,28037,DENVER,-81.0553,LINCOLN,NC,STANDARD
35.1970,28038,EARL,-81.5386,CLEVELAND,NC,PO BOX ONLY
35.6779,28039,EAST SPENCER,-80.4459,ROWAN,NC,PO BOX ONLY
35.3821,28040,ELLENBORO,-81.7740,RUTHERFORD,NC,STANDARD
35.5817,28041,FAITH,-80.4581,ROWAN,NC,PO BOX ONLY
35.3739,28042,FALLSTON,-81.5437,CLEVELAND,NC,PO BOX ONLY
35.3250,28043,FOREST CITY,-81.8460,RUTHERFORD,NC,STANDARD
35.2679,28052,GASTONIA,-81.1787,GASTON,NC,STANDARD
35.2751,28053,GASTONIA,-81.2134,GASTON,NC,STANDARD
35.2495,28054,GASTONIA,-81.1330,GASTON,NC,STANDARD
35.2840,28055,GASTONIA,-81.1897,GASTON,NC,STANDARD
35.2420,28056,GASTONIA,-81.1691,GASTON,NC,STANDARD
35.4622,28070,HUNTERSVILLE,-80.8987,MECKLENBURG,NC,STANDARD
35.5475,28071,GOLD HILL,-80.3102,ROWAN,NC,STANDARD
35.6109,28072,GRANITE QUARRY,-80.4361,ROWAN,NC,PO BOX ONLY
35.2040,28073,GROVER,-81.4719,CLEVELAND,NC,STANDARD
35.2247,28074,HARRIS,-81.8851,RUTHERFORD,NC,PO BOX ONLY
35.3537,28075,HARRISBURG,-80.6724,CABARRUS,NC,STANDARD
35.2266,28076,HENRIETTA,-81.7950,RUTHERFORD,NC,PO BOX ONLY
35.4042,28077,HIGH SHOALS,-81.1942,GASTON,NC,PO BOX ONLY
35.4011,28078,HUNTERSVILLE,-80.8695,MECKLENBURG,NC,STANDARD
35.1156,28079,INDIAN TRAIL,-80.5979,UNION,NC,STANDARD
35.4729,28080,IRON STATION,-81.1062,LINCOLN,NC,STANDARD
35.4630,28081,KANNAPOLIS,-80.6725,CABARRUS,NC,STANDARD
35.3463,28082,KANNAPOLIS,-80.5411,CABARRUS,NC,STANDARD
35.4766,28083,KANNAPOLIS,-80.5715,CABARRUS,NC,STANDARD
35.2962,28086,KINGS MOUNTAIN,-81.4914,CLEVELAND,NC,STANDARD
35.5454,28088,LANDIS,-80.6080,ROWAN,NC,STANDARD
35.3087,28089,LATTIMORE,-81.6617,CLEVELAND,NC,PO BOX ONLY
35.4337,28090,LAWNDALE,-81.5697,CLEVELAND,NC,STANDARD
34.9670,28091,LILESVILLE,-79.9868,ANSON,NC,STANDARD
35.4851,28092,LINCOLNTON,-81.1818,LINCOLN,NC,STANDARD
35.4848,28093,LINCOLNTON,-81.2395,LINCOLN,NC,STANDARD
35.2621,28097,LOCUST,-80.4245,STANLY,NC,STANDARD
35.2624,28098,LOWELL,-81.0980,GASTON,NC,STANDARD
35.2675,28101,MC ADENVILLE,-81.0910,GASTON,NC,PO BOX ONLY
34.8136,28102,MC FARLAN,-79.9776,ANSON,NC,PO BOX ONLY
34.9973,28103,MARSHVILLE,-80.3642,UNION,NC,STANDARD
35.0890,28104,MATTHEWS,-80.7044,MECKLENBURG,NC,STANDARD
35.1149,28105,MATTHEWS,-80.7050,MECKLENBURG,NC,STANDARD
35.2600,28106,MATTHEWS,-80.8042,MECKLENBURG,NC,STANDARD
35.2506,28107,MIDLAND,-80.5356,CABARRUS,NC,STANDARD
34.9163,28108,MINERAL SPRINGS,-80.6404,UNION,NC,PO BOX ONLY
35.4801,28109,MISENHEIMER,-80.2704,STANLY,NC,PO BOX ONLY
35.0742,28110,MONROE,-80.5278,UNION,NC,STANDARD
35.0112,28111,MONROE,-80.5587,UNION,NC,STANDARD
34.9016,28112,MONROE,-80.5272,UNION,NC,STANDARD
35.2567,28114,MOORESBORO,-81.7009,CLEVELAND,NC,STANDARD
35.6881,28115,MOORESVILLE,-80.8198,IREDELL,NC,STANDARD
35.5840,28117,MOORESVILLE,-80.8685,IREDELL,NC,STANDARD
34.9216,28119,MORVEN,-80.1351,ANSON,NC,STANDARD
35.3187,28120,MOUNT HOLLY,-81.0267,GASTON,NC,STANDARD
35.5298,28123,MOUNT MOURNE,-80.9470,IREDELL,NC,PO BOX ONLY
35.4168,28124,MOUNT PLEASANT,-80.4165,CABARRUS,NC,STANDARD
35.6563,28125,MOUNT ULLA,-80.7016,ROWAN,NC,STANDARD
35.2768,28126,NEWELL,-80.7165,MECKLENBURG,NC,PO BOX ONLY
35.4413,28127,NEW LONDON,-80.2251,STANLY,NC,STANDARD
35.3028,28128,NORWOOD,-80.1969,STANLY,NC,STANDARD
35.2407,28129,OAKBORO,-80.3192,STANLY,NC,STANDARD
35.2600,28130,PAW CREEK,-80.8042,MECKLENBURG,NC,PO BOX ONLY
35.0111,28133,PEACHLAND,-80.2558,ANSON,NC,STANDARD
35.0785,28134,PINEVILLE,-80.8911,MECKLENBURG,NC,STANDARD
35.0233,28135,POLKTON,-80.2110,ANSON,NC,STANDARD
35.3961,28136,POLKVILLE,-81.6303,CLEVELAND,NC,PO BOX ONLY
35.4541,28137,RICHFIELD,-80.2838,STANLY,NC,STANDARD
35.5416,28138,ROCKWELL,-80.4559,ROWAN,NC,STANDARD
35.3397,28139,RUTHERFORDTON,-82.0049,RUTHERFORD,NC,STANDARD
35.6804,28144,SALISBURY,-80.4532,ROWAN,NC,STANDARD
35.6827,28145,SALISBURY,-80.4771,ROWAN,NC,STANDARD
35.6187,28146,SALISBURY,-80.4022,ROWAN,NC,STANDARD
35.6817,28147,SALISBURY,-80.5615,ROWAN,NC,STANDARD
35.3120,28150,SHELBY,-81.5568,CLEVELAND,NC,STANDARD
35.2331,28151,SHELBY,-81.5747,CLEVELAND,NC,STANDARD
35.3293,28152,SHELBY,-81.5809,CLEVELAND,NC,STANDARD
35.6917,28159,SPENCER,-80.4327,ROWAN,NC,STANDARD
35.3545,28160,SPINDALE,-81.9211,RUTHERFORD,NC,STANDARD
35.2584,28163,STANFIELD,-80.4152,STANLY,NC,STANDARD
35.3292,28164,STANLEY,-81.0574,GASTON,NC,STANDARD
35.6794,28166,TROUTMAN,-80.8988,IREDELL,NC,STANDARD
35.4869,28167,UNION MILLS,-81.9758,RUTHERFORD,NC,STANDARD
35.5212,28168,VALE,-81.4187,LINCOLN,NC,STANDARD
35.3529,28169,WACO,-81.4251,CLEVELAND,NC,PO BOX ONLY
34.9245,28170,WADESBORO,-80.0500,ANSON,NC,STANDARD
34.9251,28173,WAXHAW,-80.7278,UNION,NC,STANDARD
34.9648,28174,WINGATE,-80.4277,UNION,NC,STANDARD
35.2600,28201,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2262,28202,CHARLOTTE,-80.8435,MECKLENBURG,NC,STANDARD
35.2090,28203,CHARLOTTE,-80.8563,MECKLENBURG,NC,STANDARD
35.2153,28204,CHARLOTTE,-80.8287,MECKLENBURG,NC,STANDARD
35.3260,28205,CHARLOTTE,-80.8274,MECKLENBURG,NC,STANDARD
35.2508,28206,CHARLOTTE,-80.8201,MECKLENBURG,NC,STANDARD
35.1954,28207,CHARLOTTE,-80.8264,MECKLENBURG,NC,STANDARD
35.2091,28208,CHARLOTTE,-80.9218,MECKLENBURG,NC,STANDARD
35.1744,28209,CHARLOTTE,-80.8534,MECKLENBURG,NC,STANDARD
35.1568,28210,CHARLOTTE,-80.8513,MECKLENBURG,NC,STANDARD
35.1696,28211,CHARLOTTE,-80.7908,MECKLENBURG,NC,STANDARD
35.1862,28212,CHARLOTTE,-80.7496,MECKLENBURG,NC,STANDARD
35.2836,28213,CHARLOTTE,-80.7638,MECKLENBURG,NC,STANDARD
35.2799,28214,CHARLOTTE,-80.8641,MECKLENBURG,NC,STANDARD
35.2466,28215,CHARLOTTE,-80.7887,MECKLENBURG,NC,STANDARD
35.2988,28216,CHARLOTTE,-80.8957,MECKLENBURG,NC,STANDARD
35.1336,28217,CHARLOTTE,-80.9636,MECKLENBURG,NC,STANDARD
35.2600,28218,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28219,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28220,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28221,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28222,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.3041,28223,CHARLOTTE,-80.7267,MECKLENBURG,NC,STANDARD
35.2600,28224,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28225,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.1086,28226,CHARLOTTE,-80.8275,MECKLENBURG,NC,STANDARD
35.1366,28227,CHARLOTTE,-80.7112,MECKLENBURG,NC,STANDARD
35.2600,28228,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28229,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28230,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28231,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28232,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.4894,28233,CHARLOTTE,-80.8254,MECKLENBURG,NC,STANDARD
35.2600,28234,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28235,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28236,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28237,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28240,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28241,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28242,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28243,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28244,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2275,28246,CHARLOTTE,-80.8425,MECKLENBURG,NC,STANDARD
35.0656,28247,CHARLOTTE,-80.8511,MECKLENBURG,NC,STANDARD
35.2600,28250,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28253,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28254,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28255,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28256,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28258,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28260,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28261,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.3183,28262,CHARLOTTE,-80.7476,MECKLENBURG,NC,STANDARD
35.2600,28265,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2845,28266,CHARLOTTE,-80.8582,MECKLENBURG,NC,STANDARD
35.3320,28269,CHARLOTTE,-80.7986,MECKLENBURG,NC,STANDARD
35.1130,28270,CHARLOTTE,-80.7626,MECKLENBURG,NC,STANDARD
35.0656,28271,CHARLOTTE,-80.8054,,NC,STANDARD
35.2600,28272,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.1287,28273,CHARLOTTE,-80.9338,MECKLENBURG,NC,STANDARD
35.1879,28274,CHARLOTTE,-80.8317,MECKLENBURG,NC,UNIQUE
35.2600,28275,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.0552,28277,CHARLOTTE,-80.8195,MECKLENBURG,NC,STANDARD
35.2072,28278,CHARLOTTE,-80.9568,MECKLENBURG,NC,STANDARD
35.2600,28280,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28281,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2242,28282,CHARLOTTE,-80.8447,MECKLENBURG,NC,STANDARD
35.2600,28283,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28284,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28285,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28286,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28287,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28288,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28289,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2600,28290,CHARLOTTE,-80.8042,MECKLENBURG,NC,UNIQUE
35.2252,28296,CHARLOTTE,-80.8458,MECKLENBURG,NC,UNIQUE
35.2600,28297,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.2600,28299,CHARLOTTE,-80.8042,MECKLENBURG,NC,STANDARD
35.0534,28301,FAYETTEVILLE,-78.7810,CUMBERLAND,NC,STANDARD
35.0343,28302,FAYETTEVILLE,-78.9088,CUMBERLAND,NC,STANDARD
35.0742,28303,FAYETTEVILLE,-78.9650,CUMBERLAND,NC,STANDARD
35.0206,28304,FAYETTEVILLE,-78.9909,CUMBERLAND,NC,STANDARD
35.0507,28305,FAYETTEVILLE,-78.9066,CUMBERLAND,NC,STANDARD
34.9430,28306,FAYETTEVILLE,-78.8848,CUMBERLAND,NC,STANDARD
35.1402,28307,FORT BRAGG,-78.9879,CUMBERLAND,NC,STANDARD
35.1734,28308,POPE A F B,-79.0138,CUMBERLAND,NC,STANDARD
35.0397,28309,FAYETTEVILLE,-78.8429,CUMBERLAND,NC,STANDARD
35.0506,28310,FORT BRAGG,-78.8038,CUMBERLAND,NC,UNIQUE
35.1564,28311,FAYETTEVILLE,-78.9123,CUMBERLAND,NC,STANDARD
35.0543,28314,FAYETTEVILLE,-79.0113,CUMBERLAND,NC,STANDARD
35.2038,28315,ABERDEEN,-79.5178,MOORE,NC,STANDARD
35.0667,28318,AUTRYVILLE,-78.5905,SAMPSON,NC,STANDARD
34.5954,28319,BARNESVILLE,-79.1971,ROBESON,NC,PO BOX ONLY
34.6210,28320,BLADENBORO,-78.7255,BLADEN,NC,STANDARD
35.3128,28323,BUNNLEVEL,-78.9148,HARNETT,NC,STANDARD
35.1419,28325,CALYPSO,-78.0992,DUPLIN,NC,PO BOX ONLY
35.3106,28326,CAMERON,-79.3472,MOORE,NC,STANDARD
35.3230,28327,CARTHAGE,-79.4283,MOORE,NC,STANDARD
35.0067,28328,CLINTON,-78.4154,SAMPSON,NC,STANDARD
34.9940,28329,CLINTON,-78.2777,SAMPSON,NC,STANDARD
34.9744,28330,CORDOVA,-79.7985,RICHMOND,NC,PO BOX ONLY
35.1509,28331,CUMBERLAND,-78.9158,CUMBERLAND,NC,PO BOX ONLY
34.6437,28332,DUBLIN,-78.7374,BLADEN,NC,PO BOX ONLY
35.2669,28333,DUDLEY,-78.0256,WAYNE,NC,STANDARD
35.3257,28334,DUNN,-78.6934,HARNETT,NC,STANDARD
35.3508,28335,DUNN,-78.6254,HARNETT,NC,STANDARD
34.6610,28337,ELIZABETHTOWN,-78.6216,BLADEN,NC,STANDARD
35.0960,28338,ELLERBE,-79.7142,RICHMOND,NC,STANDARD
35.3301,28339,ERWIN,-78.7059,HARNETT,NC,STANDARD
34.6230,28340,FAIRMONT,-79.1488,ROBESON,NC,STANDARD
35.1054,28341,FAISON,-78.1021,DUPLIN,NC,STANDARD
35.2106,28342,FALCON,-78.6496,CUMBERLAND,NC,PO BOX ONLY
34.7951,28343,GIBSON,-79.5774,SCOTLAND,NC,STANDARD
35.1944,28344,GODWIN,-78.6788,CUMBERLAND,NC,STANDARD
34.9371,28345,HAMLET,-79.6491,RICHMOND,NC,STANDARD
35.0351,28347,HOFFMAN,-79.5517,RICHMOND,NC,STANDARD
34.9213,28348,HOPE MILLS,-78.9329,CUMBERLAND,NC,STANDARD
35.0152,28349,KENANSVILLE,-77.8969,DUPLIN,NC,STANDARD
35.2306,28350,LAKEVIEW,-79.3157,MOORE,NC,PO BOX ONLY
34.7747,28351,LAUREL HILL,-79.5711,SCOTLAND,NC,STANDARD
34.7969,28352,LAURINBURG,-79.4756,SCOTLAND,NC,STANDARD
34.7818,28353,LAURINBURG,-79.4824,SCOTLAND,NC,STANDARD
35.4676,28355,LEMON SPRINGS,-79.1653,LEE,NC,PO BOX ONLY
35.2180,28356,LINDEN,-78.7837,CUMBERLAND,NC,STANDARD
34.7782,28357,LUMBER BRIDGE,-79.1636,ROBESON,NC,STANDARD
34.6310,28358,LUMBERTON,-79.1062,ROBESON,NC,STANDARD
34.6077,28359,LUMBERTON,-79.0144,ROBESON,NC,STANDARD
34.6697,28360,LUMBERTON,-79.1084,ROBESON,NC,STANDARD
35.0236,28361,MCCAIN,-79.2468,HOKE,NC,STANDARD
34.3791,28362,MARIETTA,-79.1279,ROBESON,NC,PO BOX ONLY
34.9728,28363,MARSTON,-79.6127,RICHMOND,NC,STANDARD
34.7114,28364,MAXTON,-79.3181,ROBESON,NC,STANDARD
35.2291,28365,MOUNT OLIVE,-78.0901,WAYNE,NC,STANDARD
35.1494,28366,NEWTON GROVE,-78.3335,SAMPSON,NC,STANDARD
35.1627,28367,NORMAN,-79.7379,RICHMOND,NC,PO BOX ONLY
35.3229,28368,OLIVIA,-79.1074,HARNETT,NC,PO BOX ONLY
34.4732,28369,ORRUM,-79.0345,ROBESON,NC,STANDARD
35.2162,28370,PINEHURST,-79.4524,MOORE,NC,STANDARD
34.8965,28371,PARKTON,-78.9930,ROBESON,NC,STANDARD
34.7164,28372,PEMBROKE,-79.1280,ROBESON,NC,STANDARD
35.1007,28373,PINEBLUFF,-79.4663,MOORE,NC,STANDARD
35.2115,28374,PINEHURST,-79.4133,MOORE,NC,STANDARD
34.4713,28375,PROCTORVILLE,-79.0414,ROBESON,NC,PO BOX ONLY
34.9534,28376,RAEFORD,-79.2332,HOKE,NC,STANDARD
34.7005,28377,RED SPRINGS,-79.1139,ROBESON,NC,STANDARD
34.8543,28378,REX,-79.0642,ROBESON,NC,PO BOX ONLY
34.9741,28379,ROCKINGHAM,-79.7242,RICHMOND,NC,STANDARD
34.9942,28380,ROCKINGHAM,-79.7673,RICHMOND,NC,STANDARD
35.0012,28382,ROSEBORO,-78.4516,SAMPSON,NC,STANDARD
34.6653,28383,ROWLAND,-79.1967,ROBESON,NC,STANDARD
34.7971,28384,SAINT PAULS,-78.9688,ROBESON,NC,STANDARD
35.0451,28385,SALEMBURG,-78.5089,SAMPSON,NC,STANDARD
